column,valid_count,missing_count,coverage_pct,first_date,last_date
y,538,0,100.0,2021-05-19 00:00:00,2023-06-20 00:00:00
eua_high,538,0,100.0,2021-05-19 00:00:00,2023-06-20 00:00:00
eua_low,538,0,100.0,2021-05-19 00:00:00,2023-06-20 00:00:00
eua_volume,538,0,100.0,2021-05-19 00:00:00,2023-06-20 00:00:00
eua_range,538,0,100.0,2021-05-19 00:00:00,2023-06-20 00:00:00
eua_range_pct,538,0,100.0,2021-05-19 00:00:00,2023-06-20 00:00:00
target_volume,538,0,100.0,2021-05-19 00:00:00,2023-06-20 00:00:00
uka_volume,538,0,100.0,2021-05-19 00:00:00,2023-06-20 00:00:00
target_range,538,0,100.0,2021-05-19 00:00:00,2023-06-20 00:00:00
uka_range,538,0,100.0,2021-05-19 00:00:00,2023-06-20 00:00:00
target_range_pct,538,0,100.0,2021-05-19 00:00:00,2023-06-20 00:00:00
uka_range_pct,538,0,100.0,2021-05-19 00:00:00,2023-06-20 00:00:00
eurusd,538,0,100.0,2021-05-19 00:00:00,2023-06-20 00:00:00
brent_price,538,0,100.0,2021-05-19 00:00:00,2023-06-20 00:00:00
brent_return,537,1,99.81412639405205,2021-05-20 00:00:00,2023-06-20 00:00:00
brent_vol_5d,536,2,99.62825278810409,2021-05-21 00:00:00,2023-06-20 00:00:00
brent_vol_20d,536,2,99.62825278810409,2021-05-21 00:00:00,2023-06-20 00:00:00
coal_price,538,0,100.0,2021-05-19 00:00:00,2023-06-20 00:00:00
coal_return,537,1,99.81412639405205,2021-05-20 00:00:00,2023-06-20 00:00:00
coal_vol_5d,536,2,99.62825278810409,2021-05-21 00:00:00,2023-06-20 00:00:00
coal_vol_20d,536,2,99.62825278810409,2021-05-21 00:00:00,2023-06-20 00:00:00
uk_gas_price,538,0,100.0,2021-05-19 00:00:00,2023-06-20 00:00:00
uk_gas_return,537,1,99.81412639405205,2021-05-20 00:00:00,2023-06-20 00:00:00
uk_gas_vol_5d,536,2,99.62825278810409,2021-05-21 00:00:00,2023-06-20 00:00:00
uk_gas_vol_20d,536,2,99.62825278810409,2021-05-21 00:00:00,2023-06-20 00:00:00
uk_power_price,538,0,100.0,2021-05-19 00:00:00,2023-06-20 00:00:00
uk_power_return,535,3,99.44237918215613,2021-05-20 00:00:00,2023-06-20 00:00:00
