_row_id,url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,_query_id,relevance_score,relevance_hits,llm_vote,llm_score,llm_votes,llm_rationales,llm_importance,llm_vote_agreement,llm_score_importance_nopen,llm_score_importance,llm_importance_votes
4,http://www.openpr.com/news/425701/The-Biopellets-Energy-Market-has-been-significantly-gaining-from-favorable-government-regulations-aimed-at-curbing-carbon-emission-by-increasing-reliance-on-renewable-energy-for-the-purpose-of-generating-power-2024.html,,The Biopellets Energy Market has been significantly gaining from favorable government regulations aimed at curbing carbon emission by increasing reliance on renewable energy for the purpose of generating power : 2024,2017-01-31,,openpr.com,English,Germany,2,4,carbon_terms=3;energy_driver,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Biopellets market growth may indirectly influence EU ETS demand but lacks direct price-driving mechanism."", ""Biopellets market growth may indirectly influence EU ETS demand but lacks direct price-driving mechanism."", ""Biopellets market growth may indirectly influence EU ETS demand but lacks direct price-driving mechanism.""]",5,1.0,-0.5,-0.5,"[5, 5, 5]"
10,http://www.hedgeweek.com/2017/02/02/248224/eex-increases-volumes-power-options-and-agricultural-products,,EEX increases volumes in power options and agricultural products,2017-02-02,http://www.hedgeweek.com/sites/default/files/imagecache/facebook_200_square/image_library/Graphs/Arrow%20up.jpg,hedgeweek.com,English,United States,1,7,eu_ets_strong;energy_driver,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Increased volumes may signal higher liquidity but not necessarily price pressure in EU ETS."", ""Increased volumes may signal higher liquidity but not necessarily price pressure in EU ETS."", ""Increased volumes may signal higher liquidity but not necessarily price pressure in EU ETS.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
16,http://www.postguam.com/the_globe/world/sweden-set-to-phase-out-greenhouse-emissions-by/article_d7c9978e-e9ca-11e6-ae85-3786e9b417a0.html,,Sweden set to phase out greenhouse emissions by 2045 ,2017-02-04,,postguam.com,English,,2,2,carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Sweden\u2019s 2045 emissions target may influence EU ETS policy but doesn\u2019t immediately alter short-term price dynamics."", ""Sweden\u2019s 2045 emissions target may influence EU ETS policy but doesn\u2019t immediately alter short-term price dynamics."", ""Sweden\u2019s 2045 emissions target may influence EU ETS policy but doesn\u2019t immediately alter short-term price dynamics.""]",5,1.0,-0.5,-0.5,"[5, 5, 5]"
22,http://www.4-traders.com/news/EEX-Auction-News-EU-Auction--23827383/,http://www.4-traders.com/amp/news/EEX-Auction-News-EU-Auction--23827383/,EEX Auction News : EU Auction,2017-02-07,,4-traders.com,English,United States,1,9,eu_ets_strong;eu_context;carbon_terms=1,NO,-1,"[""NO"", ""NO"", ""NO""]","[""EU auction results often reflect market sentiment and can influence short-term price volatility, but single auction news has limited direct impact."", ""EU auction results often reflect market sentiment and can influence short-term price volatility, but single auction news has limited direct impact."", ""EU auction results often reflect market sentiment and can influence short-term price volatility, but single auction news has limited direct impact.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
28,http://www.4-traders.com/news/EEX-Auction-News-EU-Auction--23841775/,http://www.4-traders.com/amp/news/EEX-Auction-News-EU-Auction--23841775/,EEX Auction News : EU Auction,2017-02-09,,4-traders.com,English,United States,1,9,eu_ets_strong;eu_context;carbon_terms=1,NO,-1,"[""NO"", ""NO"", ""NO""]","[""EU auction results often reflect market sentiment and can influence short-term price volatility, but single auction news has limited direct impact."", ""EU auction results often reflect market sentiment and can influence short-term price volatility, but single auction news has limited direct impact."", ""EU auction results often reflect market sentiment and can influence short-term price volatility, but single auction news has limited direct impact.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
34,http://www.dailymail.co.uk/wires/reuters/article-4220914/EU-lawmakers-split-carbon-reform-ahead-vote.html,http://www.dailymail.co.uk/wires/reuters/article-4220914/amp/EU-lawmakers-split-carbon-reform-ahead-vote.html,EU lawmakers split on carbon reform ahead of vote,2017-02-13,,dailymail.co.uk,English,United Kingdom,1,3,eu_context;carbon_terms=1,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Market uncertainty from legislative division may dampen investor confidence but not decisively reverse trends."", ""Market uncertainty from legislative division may dampen investor confidence but not decisively reverse trends."", ""Market uncertainty from legislative division may dampen investor confidence but not decisively reverse trends.""]",5,1.0,-0.5,-0.5,"[5, 5, 5]"
40,http://www.globalcement.com/news/item/5810-european-parliament-votes-to-reduce-carbon-credits-for-emissions-trading-scheme-by-2-2-each-year,,European Parliament votes to reduce carbon credits for Emissions Trading Scheme by 2 . 2 % each year,2017-02-15,http://www.globalcement.com/media/k2/items/cache/ad21ba5d4277a5379bc1c44219b7f617_M.jpg,globalcement.com,English,India,1,6,eu_context;carbon_terms=4,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Reduction in carbon credits directly lowers market supply, likely pressuring prices downward in the short term."", ""Reduction in carbon credits directly lowers market supply, likely pressuring prices downward in the short term."", ""Reduction in carbon credits directly lowers market supply, likely pressuring prices downward in the short term.""]",7,1.0,-0.7,-0.7,"[7, 7, 7]"
46,https://cleantechnica.com/2017/02/17/european-union-parliament-passes-move-reform-carbon-market/,,European Union Parliament Passes Move To Reform Carbon Market,2017-02-17,,cleantechnica.com,English,United States,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Reform could unlock new compliance costs or emissions reductions, affecting market dynamics."", ""Reform could unlock new compliance costs or emissions reductions, affecting market dynamics."", ""Reform could unlock new compliance costs or emissions reductions, affecting market dynamics.""]",7,1.0,0.7,0.7,"[7, 7, 7]"
52,http://interfaxenergy.com/gasdaily/article/24053/eu-ets-vote-spurs-optimism-despite-setbacks,,EU ETS vote spurs optimism despite setbacks,2017-02-20,http://interfaxenergy.com/gasdaily/uploads/articles/14875938271725.jpg,interfaxenergy.com,English,United States,1,8,eu_ets_strong;eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""Optimism from the vote may drive short-term buying pressure despite setbacks."", ""Optimism from the vote may drive short-term buying pressure despite setbacks."", ""Optimism from the vote may drive short-term buying pressure despite setbacks.""]",7,1.0,0.7,0.7,"[7, 7, 7]"
58,http://www.koreaherald.com/view.php?ud=20170223000532,, [ Other View ] Europe needs a higher price on carbon,2017-02-23,http://res.heraldm.com/new_201209/herald_h.jpg,koreaherald.com,English,South Korea,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Higher carbon prices signal stronger policy commitment, likely boosting ETS prices in the short term."", ""Higher carbon prices signal stronger policy commitment, likely boosting ETS prices in the short term."", ""Higher carbon prices signal stronger policy commitment, likely boosting ETS prices in the short term.""]",7,1.0,0.7,0.7,"[7, 7, 7]"
